rho_A,sigma,alpha,beta,pool_dim,seed,R2_ridge,R2_mlp,R2_gap,Rhat_ridge,Rhat_mlp,Rhat_gap,drop_S_ridge,drop_E_ridge,drop_S_mlp,drop_E_mlp
0.3,0.1,0.0,0.85,128,2,0.7783865928649902,0.4991985261440277,-0.2791880667209625,0.04460809150179429,0.015487005333018954,-0.029121086168775335,0.07003835837046306,1.5000435709953308,0.014882246653238932,0.9460683266321818
0.3,0.1,0.0,0.85,512,0,0.987367570400238,0.6497915387153625,-0.3375760316848755,0.007030258510045646,0.008139836769654078,0.001109578259608432,0.013614495595296225,1.9229423999786377,0.010100046793619791,1.2307168245315552
0.3,0.1,0.0,0.85,512,1,0.9874585270881653,0.6503458619117737,-0.3371126651763916,0.007053060842098203,0.008529734848993935,0.0014766740068957321,0.013689200083414713,1.9271986484527588,0.010592003663380941,1.231182078520457
0.3,0.1,0.0,0.85,512,2,0.9874143600463867,0.6493051052093506,-0.33810925483703613,0.007052450869294065,0.008216971764062192,0.0011645208947681273,0.01367624600728353,1.9255426526069641,0.010210096836090088,1.2323518991470337
0.3,0.1,0.0,0.85,1024,0,0.9703793525695801,0.6190723180770874,-0.3513070344924927,0.042867067432606584,0.009400383895939078,-0.033466683536667506,0.08429507414499919,1.8821346163749695,0.011239429314931234,1.184395710627238
0.3,0.1,0.0,0.85,1024,1,0.9704350233078003,0.61697918176651,-0.3534558415412903,0.04325521757952437,0.0087491832342945,-0.03450603434522987,0.0852423906326294,1.8854421973228455,0.010426978270212809,1.1813389261563618
0.3,0.1,0.0,0.85,1024,2,0.9704028964042664,0.6173553466796875,-0.35304754972457886,0.04325850439063242,0.009382758776502052,-0.03387574561413037,0.08518276611963908,1.883973757425944,0.011188685894012451,1.181284248828888
0.5,0.1,0.0,0.0,64,0,0.3664083480834961,0.27278387546539307,-0.09362447261810303,0.007829477601062238,0.005322420454573961,-0.0025070571464882764,0.005869458119074504,0.7437920669714609,0.002992848555246989,0.5593168338139852
0.5,0.1,0.0,0.0,64,1,0.3661600351333618,0.2722432017326355,-0.09391683340072632,0.00673447185129631,0.003945823251843923,-0.0027886485994523874,0.0050749679406483965,0.7485057214895884,0.002277801434199015,0.5749911963939667
0.5,0.1,0.0,0.0,64,2,0.3636465072631836,0.27405107021331787,-0.08959543704986572,0.0058074914347523285,0.004122629807860612,-0.0016848616268917167,0.0043420493602752686,0.7433214485645294,0.0023900866508483887,0.5773579776287079
0.5,0.1,0.0,0.0,128,0,0.5060479044914246,0.354377418756485,-0.15167048573493958,0.00852874731107136,0.003981192123239937,-0.004547555187831422,0.008897791306177774,1.0343728065490723,0.0029980838298797607,0.7500637471675873
0.5,0.1,0.0,0.0,128,1,0.5075258016586304,0.35199910402297974,-0.15552669763565063,0.00859544830306486,0.005605503131055455,-0.002989945172009405,0.008993407090504965,1.0373053749402363,0.004194100697835286,0.7440171837806702
0.5,0.1,0.0,0.0,128,2,0.5020560026168823,0.3520481586456299,-0.15000784397125244,0.008372422407843524,0.004491406761782913,-0.003881015646060611,0.008674561977386475,1.0274129112561543,0.003356019655863444,0.7438530027866364
0.5,0.1,0.0,0.0,512,0,0.9810838103294373,0.5715745091438293,-0.4095093011856079,0.012537106492907723,0.009584442112958213,-0.00295266437994951,0.024480382601420086,1.9281537930170696,0.011061429977416992,1.1430412133534749
0.5,0.1,0.0,0.0,512,1,0.9810521006584167,0.568730890750885,-0.41232120990753174,0.01273321514292731,0.009910281689578913,-0.0028229334533483967,0.02486872673034668,1.9281907677650452,0.011350909868876139,1.1340161164601643
0.5,0.1,0.0,0.0,512,2,0.9811050891876221,0.5681207776069641,-0.41298431158065796,0.012705455646163585,0.00988474699824572,-0.002820708647917865,0.024806896845499676,1.9276533325513203,0.011311014493306478,1.1329787174860637
0.5,0.1,0.0,0.0,1024,0,0.9616212248802185,0.5069700479507446,-0.4546511769294739,0.07726367226186595,0.010550920850677194,-0.06671275141118876,0.1497384508450826,1.7882803678512573,0.011109431584676107,1.0418253540992737
0.5,0.1,0.0,0.0,1024,1,0.9615922570228577,0.5059707164764404,-0.45562154054641724,0.07861539369688877,0.010633750036959662,-0.06798164365992912,0.15238505601882935,1.785976489384969,0.011157562335332235,1.038101851940155
